sample_index,source_index,jid,formula,nat,space_group_number,crystal_system,formation_energy_peratom,optb88vdw_bandgap,split
6669,32369,JVASP-58132,ZnAg2O4,14,141,tetragonal,-0.46372,0.402,val
6670,59243,JVASP-144351,LiMo6Se6S2,15,1,triclinic,-0.67843,0.0,val
6671,67862,JVASP-136747,PHN,3,187,hexagonal,1.20939,0.0,val
6672,80819,JVASP-164442,Si5Rh4,18,11,monoclinic,-0.64378,0.0,val
6673,16813,JVASP-598,CrS2,3,166,trigonal,-0.5715,0.0,val
6674,28941,JVASP-81204,NaSr2Mg,4,71,orthorhombic,-0.02508,0.0,val
6675,40043,JVASP-64193,Ba4LiGe,6,216,cubic,0.39825,0.0,val
6676,46541,JVASP-19612,CdSe,2,225,cubic,-0.50448,0.0,val
6677,81957,JVASP-162998,CaNiGe3,5,107,tetragonal,-0.46315,0.0,val
6678,85004,JVASP-168986,Na2Nb3S6,22,155,trigonal,-1.32008,0.0,val
6679,67489,JVASP-138619,LiMnCl,3,99,tetragonal,0.47583,0.0,val
6680,4895,JVASP-66623,BaZnCd,3,216,cubic,0.07335,0.0,val
6681,72815,JVASP-156881,AcLaZn2,4,225,cubic,-0.32768,0.0,val
6682,29449,JVASP-10923,CaCo2O5,16,59,orthorhombic,-1.46943,0.0,val
6683,52952,JVASP-118316,Sr2O2F,5,139,tetragonal,-2.63659,0.0,val
6684,59710,JVASP-140884,CeAgP2Se6,20,7,monoclinic,-0.53699,0.0,val
6685,40329,JVASP-42989,Li2MnV3O8,14,166,trigonal,-2.38702,0.0,val
6686,80571,JVASP-184012,GaH2O2,5,12,monoclinic,-0.92797,0.0,val
6687,50273,JVASP-115172,LaSe,2,187,hexagonal,-1.19425,0.0,val
6688,39216,JVASP-12241,Cr2O3,10,167,trigonal,-2.10553,0.735,val
6689,17059,JVASP-100616,PrNdIn2,4,225,cubic,-0.5122,0.0,val
6690,62544,JVASP-140266,BaNb6O17,24,71,orthorhombic,-2.57325,1.119,val
6691,11891,JVASP-71795,LaBe2Mo,4,123,tetragonal,0.17639,0.0,val
6692,53612,JVASP-119726,Co3O2F4,18,2,triclinic,-1.58417,0.0,val
6693,44359,JVASP-109797,AlGaCu2Se4,8,82,tetragonal,-0.59142,0.397,val
6694,70801,JVASP-152192,UNiGe,12,62,orthorhombic,-0.43265,0.0,val
6695,30412,JVASP-35321,UAl2Cu3,6,191,hexagonal,0.02768,0.0,val
6696,30090,JVASP-11638,CaV2O4,14,74,orthorhombic,-2.55032,0.0,val
6697,21505,JVASP-105480,HoPaO4,6,123,tetragonal,-4.02429,2.83,val
6698,732,JVASP-97755,Ce2Si2O7,44,14,monoclinic,-3.30282,0.0,val
6699,86727,JVASP-185249,Y2Cu,3,139,tetragonal,-0.18467,0.0,val
6700,37866,JVASP-29304,Nb3SiTe6,40,62,orthorhombic,-0.45042,0.0,val
6701,91754,JVASP-191536,HfAl3,4,139,tetragonal,-0.39694,0.0,val
6702,87179,JVASP-179358,RbFeF2,4,99,tetragonal,-1.5545,0.0,val
6703,30768,JVASP-58384,Ti3O5,16,63,orthorhombic,-3.1539,0.0,val
6704,58592,JVASP-124674,NbSb5,6,164,trigonal,0.1622,0.0,val
6705,17027,JVASP-99516,CaBC,6,194,hexagonal,-0.20946,0.0,val
6706,89662,JVASP-188638,Zn5Cu3,8,123,tetragonal,-0.06106,0.0,val
6707,52214,JVASP-117451,Ni3OF5,18,1,triclinic,-1.5906,0.009,val
6708,80390,JVASP-176758,YSiRh2,24,194,hexagonal,-1.00504,0.0,val
6709,74834,JVASP-154255,Ho3Ni2,15,148,trigonal,-0.44379,0.0,val
6710,60899,JVASP-136811,PbI,4,129,tetragonal,-0.24759,0.0,val
6711,64890,JVASP-133968,BaSnSe,3,38,orthorhombic,-0.54976,0.0,val
6712,39482,JVASP-46291,Tb2Mn2O7,22,227,cubic,-2.81626,1.047,val
6713,58581,JVASP-128122,Pt3W,4,221,cubic,0.08589,0.0,val
6714,22093,JVASP-85006,NaMn2O4,14,10,monoclinic,-1.89438,0.0,val
6715,26874,JVASP-58259,Te2Ir,12,205,cubic,-0.19564,0.0,val
6716,75774,JVASP-156072,SrIn2Rh2,5,139,tetragonal,-0.43734,0.0,val
6717,68651,JVASP-145984,KTe3Mo3,14,176,hexagonal,-0.50433,0.0,val
6718,45066,JVASP-24272,Nd2Ta2Cl2O7,13,12,monoclinic,-3.18869,3.177,val
6719,58396,JVASP-129374,NbP,2,221,cubic,-0.60746,0.0,val
6720,3288,JVASP-98350,Ba2NdNbCu2O8,14,123,tetragonal,-2.53007,0.0,val
6721,56868,JVASP-121607,MgZrSi2O7,22,74,orthorhombic,-3.08852,2.904,val
6722,80744,JVASP-178766,SiAgO3,5,221,cubic,-1.42775,0.0,val
6723,4429,JVASP-66298,BaNaZr,3,216,cubic,1.29207,0.0,val
6724,49470,JVASP-111965,Li2CoNi2O6,22,41,orthorhombic,-1.35585,0.181,val
6725,80413,JVASP-168544,PmY3,8,194,hexagonal,0.00015,0.0,val
6726,23427,JVASP-7728,TiCuHg2,4,216,cubic,0.31179,0.0,val
6727,52661,JVASP-116194,NbIO2,4,99,tetragonal,-1.5184,0.0,val
6728,84922,JVASP-185644,TiVTe2,4,99,tetragonal,-0.39408,0.0,val
6729,8842,JVASP-44461,VBiO3,20,62,orthorhombic,-1.9051,0.0,val
6730,26901,JVASP-79138,CeY3,4,139,tetragonal,0.09133,0.0,val
6731,92907,JVASP-189986,Ti2TlTc,4,123,tetragonal,-0.24452,0.0,val
6732,69498,JVASP-154301,SiPt3,8,140,tetragonal,-0.43806,0.0,val
6733,35286,JVASP-25064,Si,1,229,cubic,0.69717,0.0,val
6734,11737,JVASP-72424,BeNb2Pt,4,123,tetragonal,-0.2694,0.0,val
6735,78521,JVASP-181217,BaIn2F,4,123,tetragonal,-1.4347,0.0,val
6736,29994,JVASP-11047,CaCo2S4,14,227,cubic,-0.78301,0.783,val
6737,17898,JVASP-103920,ZnH10C7O4,22,1,triclinic,-0.48551,4.344,val
6738,53195,JVASP-119496,Li2Al2Si4O13,21,1,triclinic,-2.67661,1.166,val
6739,73670,JVASP-146109,Li4Fe3NiO8,16,12,monoclinic,-1.67859,0.0,val
6740,11916,JVASP-92904,HfMg6Mo,8,38,orthorhombic,0.23473,0.0,val
6741,29368,JVASP-81252,Zr2CuPt,4,71,orthorhombic,2.82504,0.0,val
6742,3794,JVASP-98161,VH4NO3,36,57,orthorhombic,-1.31741,2.957,val
6743,68901,JVASP-155586,DyAl2Ag2,5,139,tetragonal,-0.31437,0.0,val
6744,11651,JVASP-70764,Be2SeCl,4,123,tetragonal,0.41169,0.0,val
6745,74284,JVASP-150403,Ho2NiSn6,9,65,orthorhombic,-0.46602,0.0,val
6746,79681,JVASP-167620,MgPd5,6,189,hexagonal,-0.34714,0.0,val
6747,28588,JVASP-79637,CrH,4,194,hexagonal,0.39863,0.0,val
6748,44252,JVASP-38450,Mo3H,4,139,tetragonal,0.87714,0.0,val
6749,49700,JVASP-116526,BaO2,24,14,monoclinic,-2.04169,2.658,val
6750,6861,JVASP-67381,BeFeNi,3,107,tetragonal,-0.22509,0.0,val
6751,90149,JVASP-191028,V6CoOs,8,200,cubic,-0.26488,0.0,val
6752,40875,JVASP-47749,Li2CrSi2O6,22,15,monoclinic,-2.41841,0.516,val
6753,24213,JVASP-12886,ZrI2,18,148,trigonal,-0.85499,0.0,val
6754,42321,JVASP-64952,ScBeBi4,6,216,cubic,0.63063,0.0,val
6755,61090,JVASP-137874,BaPtBr2,4,99,tetragonal,-0.94532,0.567,val
6756,21005,JVASP-105458,LaZnAgAs2,5,156,trigonal,-0.72082,0.181,val
6757,69588,JVASP-155265,NiTe4Rh2,7,12,monoclinic,-0.29918,0.0,val
6758,38056,JVASP-36680,CaWN3,10,12,monoclinic,-0.89721,0.562,val
6759,38632,JVASP-14006,Li2NdSb2,10,129,tetragonal,-0.7609,0.0,val
6760,34838,JVASP-22794,Nb5Ge3,16,140,tetragonal,-0.43997,0.0,val
6761,71171,JVASP-152201,ZnS2,12,205,cubic,-0.47604,1.461,val
6762,72949,JVASP-145137,Li5Mn2CoO8,16,2,triclinic,-2.04171,0.416,val
6763,64265,JVASP-139061,MgSiH,3,99,tetragonal,0.3585,0.0,val
6764,20960,JVASP-102847,CrGaO4,6,35,orthorhombic,-1.87886,0.227,val
6765,17993,JVASP-102995,YbEuCd2,4,225,cubic,-0.43153,0.0,val
6766,14306,JVASP-105944,KIn2Ga2,5,139,tetragonal,-0.18612,0.0,val
6767,10948,JVASP-72332,YBePt2,4,119,tetragonal,-0.70871,0.0,val
6768,70252,JVASP-151617,CoCuP2O7,11,5,monoclinic,-1.71753,0.0,val
6769,54750,JVASP-119731,Co5BiO12,18,12,monoclinic,-0.95164,0.0,val
6770,39057,JVASP-37083,SnO,2,123,tetragonal,-0.97981,0.0,val
6771,40604,JVASP-10222,CdPt3O6,10,65,orthorhombic,-0.82538,0.282,val
6772,39167,JVASP-45248,Ca2BN2F,24,62,orthorhombic,-2.10545,3.055,val
6773,2703,JVASP-64942,BeVPd4,6,216,cubic,0.3587,0.0,val
6774,51632,JVASP-113728,SbTeO2,4,99,tetragonal,-0.54966,0.0,val
6775,11593,JVASP-105896,Y2Co2I,10,194,hexagonal,-0.67889,0.0,val
6776,30380,JVASP-34173,Sr2CoReO6,10,87,tetragonal,-2.27962,0.0,val
6777,85883,JVASP-170438,Sm2UTe5,16,25,orthorhombic,-1.14269,0.0,val
6778,60625,JVASP-124303,TbCl3,4,12,monoclinic,-2.1051,3.263,val
6779,91367,JVASP-190929,LiHfGa2,4,123,tetragonal,-0.42509,0.0,val
6780,23906,JVASP-56177,Mn2RuC6N6,15,162,trigonal,0.122,1.8,val
6781,28817,JVASP-36141,HfIr,4,11,monoclinic,-1.00513,0.0,val
6782,26374,JVASP-78742,CaAgP,3,216,cubic,-0.18805,0.0,val
6783,63632,JVASP-125400,HoH3,4,1,triclinic,-0.5817,0.0,val
6784,89926,JVASP-188496,HPd,4,186,hexagonal,-0.03542,0.0,val
6785,58333,JVASP-129352,HeNb,2,221,cubic,2.02675,0.0,val
6786,31918,JVASP-20291,Sm2O3,40,206,cubic,-3.67174,3.876,val
6787,80261,JVASP-168123,SrMgF4,12,36,orthorhombic,-3.96635,6.902,val
6788,84634,JVASP-167949,Ca2AlPd2,10,15,monoclinic,-0.85607,0.0,val
6789,76210,JVASP-160869,RbNaHg,3,216,cubic,-0.05679,0.0,val
6790,61082,JVASP-140925,Ca4Mn3AlO11,19,123,tetragonal,-2.58354,0.0,val
6791,29264,JVASP-28474,Te2MoW2Se2S2,9,8,monoclinic,-0.43225,0.078,val
6792,16138,JVASP-100604,In3Ga,4,139,tetragonal,0.03054,0.0,val
6793,26620,JVASP-12930,LiBiF4,12,88,tetragonal,-2.78477,5.021,val
6794,56130,JVASP-122375,Mn3TeO8,24,186,hexagonal,-1.55758,0.0,val
6795,3222,JVASP-85599,LaCO3F,18,189,hexagonal,-2.8684,4.921,val
6796,82336,JVASP-169245,Zr9Ni2P4,30,127,tetragonal,-1.01786,0.0,val
6797,330,JVASP-37387,Th3U,4,221,cubic,0.25005,0.0,val
6798,32255,JVASP-41854,LiAl2Ni,4,225,cubic,-0.49601,0.0,val
6799,93646,JVASP-189381,HfBRh3,5,221,cubic,-0.76975,0.0,val
6800,40599,JVASP-18144,FeCu2GeS4,8,121,tetragonal,-0.38465,0.0,val
6801,36642,JVASP-39090,Si3Pt,8,194,hexagonal,0.03724,0.0,val
6802,86176,JVASP-179631,MgPRh,3,187,hexagonal,-0.60365,0.0,val
6803,7621,JVASP-72570,Be2TeSe,4,225,cubic,0.69254,0.0,val
6804,37044,JVASP-79176,CaMg3,4,221,cubic,-0.05653,0.0,val
6805,2611,JVASP-62744,TbNi12B6,19,166,trigonal,-0.37499,0.0,val
6806,5050,JVASP-65689,BaSn2Se,4,123,tetragonal,-0.43267,0.0,val
6807,18349,JVASP-101802,H4C6S2O,13,1,triclinic,0.03896,2.18,val
6808,64805,JVASP-133966,BaSiSe2,4,99,tetragonal,-0.93658,0.768,val
6809,70705,JVASP-156204,ScIn2Ir,8,63,orthorhombic,-0.48525,0.0,val
6810,75910,JVASP-156012,ErSi2Tc2,5,139,tetragonal,-0.55411,0.0,val
6811,49414,JVASP-116380,BaAsAu,3,99,tetragonal,0.43784,0.0,val
6812,11254,JVASP-71461,Be2CuRu,4,123,tetragonal,-0.17276,0.0,val
6813,44885,JVASP-109529,Er2CuIr,4,225,cubic,-0.74368,0.0,val
6814,66552,JVASP-133657,Fe3O4F2,18,1,triclinic,-1.57774,0.0,val
6815,53283,JVASP-117463,BaBP,3,6,monoclinic,0.20849,0.544,val
6816,62794,JVASP-133533,Al2InN3,12,36,orthorhombic,-1.08985,2.407,val
6817,11885,JVASP-71954,BeGa2Ru,4,119,tetragonal,-0.13455,0.0,val
6818,31252,JVASP-21958,LiCaGe2,16,62,orthorhombic,-0.581,0.0,val
6819,63951,JVASP-136056,SiBiO,3,187,hexagonal,0.413,0.0,val
6820,92368,JVASP-191976,V3AuC,5,221,cubic,-0.29505,0.0,val
6821,49059,JVASP-114440,TlAsF3,5,160,trigonal,-1.61006,0.0,val
6822,4282,JVASP-37178,MnSn,4,194,hexagonal,0.20065,0.0,val
6823,27805,JVASP-58262,LuB2C2,10,127,tetragonal,-0.49855,0.0,val
6824,26068,JVASP-11584,Sr4MgFe2S2O6,15,115,tetragonal,-2.28441,0.0,val
6825,20358,JVASP-42484,NaCr2O4,14,227,cubic,-2.06223,0.0,val
6826,42358,JVASP-86903,Ti4FeBi2,14,140,tetragonal,-0.30552,0.0,val
6827,24463,JVASP-50846,Sr2Li2Nb4O13,21,139,tetragonal,-2.8748,1.47,val
6828,29771,JVASP-11442,Ce2Al2Co15,19,166,trigonal,-0.17615,0.0,val
6829,36216,JVASP-38033,GeClF,6,129,tetragonal,-1.44863,2.792,val
6830,68606,JVASP-157292,Pr2AgOs,4,225,cubic,-0.16901,0.0,val
6831,2273,JVASP-98260,Sr2CoMoO6,10,225,cubic,-2.46805,0.0,val
6832,11486,JVASP-93869,ReN2,6,12,monoclinic,0.03198,0.0,val
6833,1675,JVASP-52560,Ho2TiO5,16,63,orthorhombic,-3.59074,3.109,val
6834,44796,JVASP-108978,K2LiTlF6,10,225,cubic,-2.6416,3.503,val
6835,55158,JVASP-120991,NaAlAs,3,99,tetragonal,0.16273,0.0,val
6836,4561,JVASP-61347,ErAsPt,12,194,hexagonal,-1.20419,0.0,val
6837,7353,JVASP-90573,MgZn3,8,194,hexagonal,-0.07592,0.0,val
6838,54665,JVASP-118010,Cd2O,3,25,orthorhombic,-0.47408,0.0,val
6839,90121,JVASP-188768,ScTiGa,6,129,tetragonal,-0.45362,0.0,val
6840,24415,JVASP-113,ZrO2,12,14,monoclinic,-3.70068,3.622,val
6841,71995,JVASP-149890,LaSi2Pt,8,63,orthorhombic,-1.01875,0.0,val
6842,48851,JVASP-111414,SnMo6Se8,15,148,trigonal,-0.50093,0.0,val
6843,16182,JVASP-103386,ZrNb,2,65,orthorhombic,0.09741,0.0,val
6844,34709,JVASP-25349,Ru,1,225,cubic,0.11098,0.0,val
6845,57283,JVASP-127387,Ge7Bi,8,215,cubic,0.11247,0.0,val
6846,92081,JVASP-191209,AlVFeOs,4,216,cubic,-0.47941,0.0,val
6847,10248,JVASP-69912,MnBe2Re,4,216,cubic,-0.11136,0.0,val
6848,73766,JVASP-133529,Ba5Hf2N6,26,15,monoclinic,-1.09727,1.287,val
6849,49613,JVASP-112021,H7C8NO,17,1,triclinic,-0.08974,2.247,val
6850,23208,JVASP-20447,FePt,2,123,tetragonal,-0.19821,0.0,val
6851,13999,JVASP-18665,GaFeCo2,4,225,cubic,-0.19638,0.0,val
6852,45264,JVASP-42223,SrTaNO2,10,5,monoclinic,-2.65527,1.049,val
6853,66167,JVASP-139387,Li3P,4,191,hexagonal,-0.12079,0.36,val
6854,92429,JVASP-188848,Zr3Sb,4,123,tetragonal,-0.43443,0.0,val
6855,84976,JVASP-181502,HfGa2Rh,4,225,cubic,-0.40201,0.0,val
6856,18257,JVASP-102504,K3Ba,4,225,cubic,0.09674,0.0,val
6857,60229,JVASP-134055,Be2H,3,8,monoclinic,0.113,0.0,val
6858,71718,JVASP-147375,Mg2Cr3MoS8,14,166,trigonal,-0.93918,0.0,val
6859,45121,JVASP-108669,Sr3Pm,8,194,hexagonal,0.13207,0.0,val
6860,72760,JVASP-156699,YbLa,2,166,trigonal,0.05494,0.0,val
6861,75303,JVASP-147481,Li7Co5O12,24,10,monoclinic,-1.72381,0.0,val
6862,17730,JVASP-102744,Hg2IBr3,6,8,monoclinic,-0.30988,1.437,val
6863,26107,JVASP-78311,MgBi,2,187,hexagonal,-0.03732,0.0,val
6864,72593,JVASP-152843,CoRh2S4,14,227,cubic,-0.51679,0.0,val
6865,54635,JVASP-119955,BaVO,3,99,tetragonal,-0.32574,0.0,val
6866,10711,JVASP-106123,CaBeSi,3,187,hexagonal,-0.40433,0.0,val
6867,65075,JVASP-139345,MnAlO4,6,65,orthorhombic,-2.25609,0.0,val
6868,44944,JVASP-109433,LiFe3O4,8,65,orthorhombic,-1.42013,0.0,val
6869,75583,JVASP-157734,Tl2H6Pt,9,225,cubic,0.04885,1.553,val
6870,1238,JVASP-91660,LaCuSb2,8,129,tetragonal,-0.74576,0.0,val
6871,36811,JVASP-29682,CdI2,24,156,trigonal,-0.58095,2.209,val
6872,38464,JVASP-44801,Mn2O3,10,167,trigonal,-1.74308,0.0,val
6873,15660,JVASP-18471,TiIN,6,59,orthorhombic,-1.26607,0.0,val
6874,81472,JVASP-185477,V2S,3,12,monoclinic,-0.34653,0.0,val
6875,48679,JVASP-112407,RbCr5S8,14,12,monoclinic,-0.89234,0.259,val
6876,34467,JVASP-42104,CaPmCd2,4,225,cubic,-0.41787,0.0,val
6877,35678,JVASP-41278,TiZnIr2,4,225,cubic,-0.72524,0.0,val
6878,77744,JVASP-159594,Sc4Ge6Rh7,17,229,cubic,-0.92466,0.0,val
6879,86682,JVASP-164634,SmH3O3,14,176,hexagonal,-2.03252,3.634,val
6880,52202,JVASP-117439,LiCoSiO4,28,33,orthorhombic,-2.02637,0.163,val
6881,42863,JVASP-21026,Al2SiO5,32,58,orthorhombic,-3.15988,4.977,val
6882,1794,JVASP-88848,In2Ni21P6,29,225,cubic,-0.3708,0.0,val
6883,44273,JVASP-109731,KBiSe2,4,123,tetragonal,-0.64866,0.0,val
6884,35408,JVASP-38433,PrNdMg2,4,225,cubic,-0.10904,0.0,val
6885,73388,JVASP-155522,AcSi2Pd2,5,139,tetragonal,-0.82013,0.0,val
6886,14709,JVASP-15045,YbSn3,4,221,cubic,-0.47384,0.0,val
6887,15309,JVASP-7544,P,1,221,cubic,3.7854,2.206,val
6888,65801,JVASP-137204,SiAs2,3,191,hexagonal,0.38137,0.0,val
6889,80811,JVASP-166237,PmErPd2,4,225,cubic,-0.89068,0.0,val
6890,64666,JVASP-142310,LaAl3Ni2,12,63,orthorhombic,-0.68042,0.0,val
6891,21862,JVASP-107482,YbSiO3,5,221,cubic,-3.27937,4.396,val
6892,16419,JVASP-102334,HoCoRu,6,74,orthorhombic,-0.33721,0.0,val
6893,61327,JVASP-143498,TbTa3O9,26,12,monoclinic,-3.19542,2.343,val
6894,65379,JVASP-134207,BiTeO2,4,99,tetragonal,-0.53113,0.0,val
6895,85259,JVASP-179610,BeCrO,3,187,hexagonal,-0.29764,0.0,val
6896,45799,JVASP-12862,In5AgSe8,14,111,tetragonal,-0.47945,0.215,val
6897,63948,JVASP-143805,Rb2MoO2F4,18,15,monoclinic,-2.64166,1.62,val
6898,18806,JVASP-101862,H12C14SN2,58,26,orthorhombic,0.00956,2.621,val
6899,46136,JVASP-59696,K3Cu2F7,12,139,tetragonal,-2.37768,0.0,val
6900,60161,JVASP-130368,NaGa3,4,8,monoclinic,-0.09105,0.0,val
6901,55035,JVASP-122520,Li3V4SnO12,20,1,triclinic,-2.38054,0.0,val
6902,68481,JVASP-155732,Al2TlSn2,5,139,tetragonal,0.07295,0.0,val
6903,40631,JVASP-34703,BiF3,4,225,cubic,-2.37942,4.139,val
6904,33572,JVASP-20286,PrTl3,4,221,cubic,-0.32999,0.0,val
6905,76300,JVASP-161043,InGaNi,3,216,cubic,-0.17245,0.0,val
6906,25886,JVASP-5317,CuCO3,5,8,monoclinic,-0.9343,0.0,val
6907,49337,JVASP-116322,MgTeO,3,6,monoclinic,0.64048,0.0,val
6908,23031,JVASP-8056,KAsF6,8,148,trigonal,-2.49322,5.095,val
6909,63134,JVASP-143778,Tb2AlFeO6,20,14,monoclinic,-3.10384,0.0,val
6910,19805,JVASP-19828,CaNi5,6,191,hexagonal,-0.17209,0.0,val
6911,89135,JVASP-166514,Na3Cu4S4,22,55,orthorhombic,-0.71381,0.0,val
6912,59032,JVASP-126815,RbCo,2,187,hexagonal,1.51767,0.0,val
6913,24652,JVASP-8012,SrC2,3,139,tetragonal,-0.16067,1.796,val
6914,72944,JVASP-155507,DyGa2Ir2,5,139,tetragonal,-0.70836,0.0,val
6915,71238,JVASP-153231,ErFe6Ge6,13,191,hexagonal,-0.26654,0.0,val
6916,71067,JVASP-146959,La2NCl3,12,72,orthorhombic,-2.39446,3.282,val
6917,7990,JVASP-89222,Ta2CrO6,18,136,tetragonal,-2.74078,0.0,val
6918,79228,JVASP-172272,Sr2GaHg,4,225,cubic,-0.46953,0.0,val
6919,61994,JVASP-135754,O,2,123,tetragonal,3.18857,0.0,val
6920,54189,JVASP-120254,GeI,2,6,monoclinic,0.19906,0.0,val
6921,27584,JVASP-55611,Ba4Cl6O,22,186,hexagonal,-2.75326,4.51,val
6922,47215,JVASP-9272,MgMnO2,16,2,triclinic,-1.99639,0.0,val
6923,13189,JVASP-92705,KFe2S2,5,139,tetragonal,-0.79731,0.0,val
6924,51531,JVASP-113672,AlPO,3,99,tetragonal,0.65735,0.0,val
6925,46148,JVASP-39130,MgCd2,6,189,hexagonal,-0.06285,0.0,val
6926,4133,JVASP-91965,CaPbF6,8,225,cubic,-2.7603,3.477,val
6927,25366,JVASP-10687,BaGaBO3F2,16,176,hexagonal,-2.98001,5.29,val
6928,16959,JVASP-18594,TbAg2,3,139,tetragonal,-0.3558,0.0,val
6929,28392,JVASP-29794,AlH3O3,14,1,triclinic,-1.83755,5.326,val
6930,3500,JVASP-1963,BiTeI,3,156,trigonal,-0.36898,1.2,val
6931,3634,JVASP-91864,CaMnO2,8,31,orthorhombic,-2.28468,0.41,val
6932,65317,JVASP-111754,Ba4NdRu3O12,20,12,monoclinic,-2.31518,0.0,val
6933,1765,JVASP-97772,Pr2Se2O,20,14,monoclinic,-2.5878,2.055,val
6934,77533,JVASP-137532,Ti8C5,13,166,trigonal,-0.75189,0.0,val
6935,72149,JVASP-151844,Mg2Au,12,62,orthorhombic,-0.57633,0.0,val
6936,10046,JVASP-70746,BeZn2Pb,4,99,tetragonal,0.36584,0.0,val
6937,46329,JVASP-26329,SmBi2ClO4,8,123,tetragonal,-2.18104,1.279,val
6938,4519,JVASP-87853,TbP12Ru4,17,204,cubic,-0.63289,0.0,val
6939,55345,JVASP-122858,Sm3Hg,4,164,trigonal,-0.11913,0.0,val
6940,67399,JVASP-136187,TeBr,2,99,tetragonal,0.83042,0.0,val
6941,60789,JVASP-139503,TlNO3,5,160,trigonal,-0.57801,2.837,val
6942,45147,JVASP-108766,La2ZnSb4,7,115,tetragonal,-0.85527,0.0,val
6943,44472,JVASP-42064,PaSnPd2,4,225,cubic,-0.62057,0.0,val
6944,62603,JVASP-135265,AlInO,3,6,monoclinic,0.76627,0.544,val
6945,10508,JVASP-69407,Be2GaP,4,119,tetragonal,0.42345,0.0,val
6946,11178,JVASP-94418,NaAlSi4,6,99,tetragonal,0.32587,0.0,val
6947,69920,JVASP-154064,CeZn3,8,63,orthorhombic,-0.33235,0.0,val
6948,89603,JVASP-191479,Ti2CoOs,4,225,cubic,-0.58907,0.0,val
6949,63925,JVASP-138489,AgP2,3,2,triclinic,0.1649,0.0,val
6950,80060,JVASP-99236,CuH6Se2O8,34,14,monoclinic,-0.87656,0.413,val
6951,87625,JVASP-178160,CeHgPd,9,189,hexagonal,-0.59009,0.0,val
6952,91517,JVASP-190197,ScAlNiRh,4,216,cubic,-0.8551,0.0,val
6953,51686,JVASP-117189,Ba2NdCoCu2O7,13,47,orthorhombic,-2.09678,0.0,val
6954,68122,JVASP-137240,Li4V5Cr3O16,28,8,monoclinic,-2.39377,0.0,val
6955,60461,JVASP-144649,Sr2MnCrO6,20,12,monoclinic,-2.55135,0.0,val
6956,19160,JVASP-103582,CuO2,6,63,orthorhombic,-0.20634,0.0,val
6957,56329,JVASP-125562,Al3W,4,221,cubic,0.18932,0.0,val
6958,57144,JVASP-121700,WO3,16,57,orthorhombic,-2.24075,1.234,val
6959,49947,JVASP-114968,InGaO4,6,65,orthorhombic,-1.16625,0.0,val
6960,62299,JVASP-135253,NaIn2O3,6,164,trigonal,-1.49902,0.0,val
6961,66000,JVASP-141057,LiCoSiO4,28,7,monoclinic,-2.0111,0.012,val
6962,2032,JVASP-88588,K3SbN3O9F3,38,36,orthorhombic,-1.35568,3.076,val
6963,48593,JVASP-112384,AlIn3Cu4Se8,16,1,triclinic,-0.50024,0.04,val
6964,5484,JVASP-28372,GaP,4,166,trigonal,0.02467,1.155,val
6965,40323,JVASP-14511,LaS,2,225,cubic,-2.31555,0.0,val
6966,67684,JVASP-124038,Pr3O,4,164,trigonal,-1.35649,0.0,val
6967,81050,JVASP-174701,TlInP2S6,20,4,monoclinic,-0.35231,1.659,val
6968,3791,JVASP-61797,H12AuC4N,36,129,tetragonal,-0.02411,3.401,val
6969,7650,JVASP-75511,Tc2GeAs,4,216,cubic,0.37384,0.0,val
6970,28795,JVASP-36403,SiSn,2,216,cubic,0.15718,0.248,val
6971,46587,JVASP-19780,Si2W,3,139,tetragonal,-0.18617,0.0,val
6972,22408,JVASP-7679,KHgSb,6,194,hexagonal,-0.30186,0.0,val
6973,86735,JVASP-179654,Al2Mo,3,71,orthorhombic,-0.15662,0.0,val
6974,23509,JVASP-8484,Li3In2,5,166,trigonal,-0.32612,0.0,val
6975,9979,JVASP-15817,Ti5Te4,9,87,tetragonal,-0.6746,0.0,val
6976,9330,JVASP-68027,Na2MnBe,4,216,cubic,0.75022,0.0,val
6977,57222,JVASP-126255,NaS,2,187,hexagonal,-0.58125,0.0,val
6978,32230,JVASP-41009,Nd2IrRh,4,225,cubic,-0.70338,0.0,val
6979,55602,JVASP-122114,Nd12Ni6Pb,19,204,cubic,-0.35248,0.0,val
6980,58999,JVASP-126799,RbAc,2,187,hexagonal,0.30713,0.0,val
6981,11788,JVASP-71501,Be2GaPt,4,123,tetragonal,-0.28671,0.0,val
6982,781,JVASP-64916,Li4BeTc,6,216,cubic,0.51594,0.0,val
6983,69065,JVASP-154292,TiNi3,16,194,hexagonal,-0.52212,0.0,val
6984,36718,JVASP-12161,HgPSe3,20,15,monoclinic,-0.03639,1.004,val
6985,25990,JVASP-12833,K2B2S7,22,15,monoclinic,-0.74763,2.573,val
6986,3231,JVASP-19885,InRh,2,221,cubic,-0.36758,0.0,val
6987,56660,JVASP-128524,SrKr,2,187,hexagonal,0.29666,0.0,val
6988,17470,JVASP-2685,Rb2PtS2,5,71,orthorhombic,-1.05431,1.276,val
6989,70819,JVASP-154774,La2Ni5C3,20,127,tetragonal,-0.38184,0.0,val
6990,75863,JVASP-156307,YbMg2As2,5,164,trigonal,-1.04672,1.312,val
6991,41520,JVASP-18101,PrTiGe,6,129,tetragonal,-0.61984,0.0,val
6992,71035,JVASP-149858,NaSbS2,8,15,monoclinic,-0.78946,0.689,val
